id,dealer,date,year,make,model,trim,trim_exact,mileage,price,Description,Condition,drive,Days On Lot,searchCity,url
36,autoTrader,1/30/2023,2020,,,Used 2020 Lexus ES 350 w/ Premium Package,ES,17083,36250,Used 2020 Lexus ES 350 w/ Premium Package,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668564638&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
37,autoTrader,1/30/2023,2022,Toyota,,Certified 2022 Toyota Tacoma TRD Sport,Sport,14528,38496,Certified 2022 Toyota Tacoma TRD Sport,New,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667430967&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
38,autoTrader,1/30/2023,2019,,,Used 2019 Hyundai Kona SE,SE,36013,19500,Used 2019 Hyundai Kona SE,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661355357&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
39,autoTrader,1/30/2023,2021,,,Used 2021 Alfa Romeo Giulia Sprint,,22068,29900,Used 2021 Alfa Romeo Giulia Sprint,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668347099&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
40,autoTrader,1/30/2023,2020,Jeep,,Used 2020 Jeep Gladiator Overland,,15482,44000,Used 2020 Jeep Gladiator Overland,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=656954070&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
41,autoTrader,1/30/2023,2019,,,Used 2019 MAZDA MAZDA6 Touring,TOURING,19402,22650,Used 2019 MAZDA MAZDA6 Touring,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670980387&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
42,autoTrader,1/30/2023,2018,Toyota,,Used 2018 Toyota Tundra SR5,,32071,40000,Used 2018 Toyota Tundra SR5,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671065016&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
43,autoTrader,1/30/2023,2016,Chevrolet,Silverado 1500 LT,Used 2016 Chevrolet Silverado 1500 LT w/ All Star Edition,,41996,32995,Used 2016 Chevrolet Silverado 1500 LT w/ All Star Edition,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670758675&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
44,autoTrader,1/30/2023,2013,GMC,Sierra 1500 SLE,Used 2013 GMC Sierra 1500 SLE w/ Power Tech Package,,74636,19269,Used 2013 GMC Sierra 1500 SLE w/ Power Tech Package,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671098575&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
45,autoTrader,1/30/2023,2017,Toyota,,Used 2017 Toyota Prius Prime Premium,,60180,25660,Used 2017 Toyota Prius Prime Premium,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670864490&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
46,autoTrader,1/30/2023,2020,,,Certified 2020 MAZDA CX-5 Grand Touring,TOURING,16339,28637,Certified 2020 MAZDA CX-5 Grand Touring,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670867107&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
47,autoTrader,1/30/2023,2020,,,Certified 2020 Subaru Legacy Limited,LIMITED,21713,27877,Certified 2020 Subaru Legacy Limited,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670902417&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
48,autoTrader,1/30/2023,2015,Chevrolet,,Used 2015 Chevrolet Corvette Stingray Coupe,,18830,48499,Used 2015 Chevrolet Corvette Stingray Coupe,Used,2 wheel drive - rear,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667733993&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
49,autoTrader,1/30/2023,2020,Volkswagen,,Used 2020 Volkswagen Jetta SE w/ SE Cold Weather Package,SE,14760,20597,Used 2020 Volkswagen Jetta SE w/ SE Cold Weather Package,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667107441&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
50,autoTrader,1/30/2023,2019,Honda,,Used 2019 Honda HR-V Sport,Sport,29244,23393,Used 2019 Honda HR-V Sport,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661407293&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
51,autoTrader,1/30/2023,2020,Honda,,Used 2020 Honda Accord LX,LX,18519,23830,Used 2020 Honda Accord LX,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667662018&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
52,autoTrader,1/30/2023,2020,Honda,,Certified 2020 Honda Accord Sport,Sport,25578,26580,Certified 2020 Honda Accord Sport,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668691742&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
53,autoTrader,1/30/2023,2019,Honda,,Certified 2019 Honda CR-V EX,EX,21107,27333,Certified 2019 Honda CR-V EX,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669853526&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
54,autoTrader,1/30/2023,2022,Honda,,Certified 2022 Honda Accord Sport,Sport,4542,27994,Certified 2022 Honda Accord Sport,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666833559&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
55,autoTrader,1/30/2023,2019,Honda,,Used 2019 Honda CR-V EX-L,EX-L,31750,28123,Used 2019 Honda CR-V EX-L,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669306458&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
56,autoTrader,1/30/2023,2021,Honda,,Certified 2021 Honda CR-V Touring,TOURING,9579,35978,Certified 2021 Honda CR-V Touring,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667446379&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
57,autoTrader,1/30/2023,2021,Honda,Odyssey EX-L,Used 2021 Honda Odyssey EX-L,EX-L,10511,37306,Used 2021 Honda Odyssey EX-L,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670638528&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
58,autoTrader,1/30/2023,2020,,,Certified 2020 Hyundai Kona SE,SE,20963,19990,Certified 2020 Hyundai Kona SE,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664043666&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
59,autoTrader,1/30/2023,2017,IC,,Used 2017 Buick Envision Premium w/ Driver Confidence Package,,42882,23997,Used 2017 Buick Envision Premium w/ Driver Confidence Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661103616&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
60,autoTrader,1/30/2023,2019,GMC,,"Certified 2019 GMC Acadia SLE w/ LPO, Floor Liner Package",,32244,25978,"Certified 2019 GMC Acadia SLE w/ LPO, Floor Liner Package",New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664079438&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
61,autoTrader,1/30/2023,2019,IC,,Certified 2019 Buick Envision Premium,,30224,29832,Certified 2019 Buick Envision Premium,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662063792&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=0&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D0&clickType=listing
